40.741161,-74.000816
40.741234,-74.001557
40.741754,-74.004228
40.740405,-74.003273
40.740665,-73.999465
40.739706,-73.997941
40.739519,-74.000623
40.740559,-74.003112
40.74199,-74.001696
40.740575,-74.004464
40.740299,-74.003134
40.739535,-74.00058
40.741307,-74.000967
40.743648,-74.001417
40.743876,-74.004207
40.742689,-74.006824
40.741778,-74.00661
40.741242,-74.006717
40.740234,-74.006352
40.7396,-74.006546
40.739486,-74.004121
40.740055,-74.004571
40.740348,-74.003735
40.740787,-74.003048
40.741973,-74.002447
40.743225,-74.002812
40.744331,-74.003842
40.743518,-74.005215
40.74303,-74.004979
40.74251,-74.00691
40.740153,-74.004185
40.739958,-74.001825
40.74012,-74.000881
40.740559,-73.999357
40.741535,-73.999121
40.742624,-73.999035
40.742721,-74.000366
40.743177,-74.002233
40.743827,-74.00249
40.742364,-74.001825
40.739226,-74.00146
40.739958,-74.002748
40.737226,-74.002039
40.739779,-74.00131
40.739811,-74.000022
40.742006,-74.002705
40.739356,-74.00279
40.739925,-74.002361
40.740982,-74.001696
40.741778,-74.000173
40.740657,-74.000752
40.739421,-74.002125
40.73921,-74.003048
40.739958,-74.002748
40.740201,-74.001975
40.739632,-74.002426
40.739681,-74.002855
40.739892,-74.002275
40.738072,-73.998263
40.737535,-73.998671
40.737568,-73.998156
40.73799,-73.997898
40.738364,-73.998349
40.740852,-73.998692
40.741502,-73.998263
40.741518,-73.997619
40.740998,-73.997405
40.740039,-74.004142
